fecha,Estación,Precipitación
2011-02-18,Hernandarias - Comisaría,14mm
2011-02-18,La Picada,10mm
2011-02-18,Paraná - Escuela de Policía,35mm
2011-02-18,Pueblo Bellocq - Destacamento Las Garzas,---mm
2011-02-18,Pueblo Brugo - Comisaría,0mm
2011-02-18,Quebracho - El Ramblón,7mm
2011-02-18,Seguí - Comisaría,11mm
2011-02-18,Tabossi - Municipalidad,0mm
2011-02-18,Viale - Comisaría,0mm
2011-02-18,Villa Fontana - Comisaría,---mm
2011-02-18,Villa Urquiza - Comisaría,15mm
2011-02-19,Arroyo María - Nidia Faez,---mm
2011-02-19,Cerrito - Comisaría,0mm
2011-02-19,Curtiembre - Destacamento,---mm
2011-02-19,El Espinillo,15mm
2011-02-19,Engenfeld,10mm
2011-02-19,Hasenkamp - Comisaría,0mm
2011-02-19,Hernandarias - Comisaría,14mm
2011-02-19,La Picada,10mm
2011-02-19,Paraná - Escuela de Policía,35mm
2011-02-19,Pueblo Bellocq - Destacamento Las Garzas,---mm
2011-02-19,Pueblo Brugo - Comisaría,0mm
2011-02-19,Quebracho - El Ramblón,7mm
2011-02-19,Seguí - Comisaría,11mm
2011-02-19,Tabossi - Municipalidad,0mm
2011-02-19,Viale - Comisaría,0mm
2011-02-19,Villa Fontana - Comisaría,---mm
2011-02-19,Villa Urquiza - Comisaría,15mm
2011-02-20,Arroyo María - Nidia Faez,---mm
2011-02-20,Cerrito - Comisaría,---mm
2011-02-20,Curtiembre - Destacamento,---mm
2011-02-20,El Espinillo,---mm
2011-02-20,Engenfeld,---mm
2011-02-20,Hasenkamp - Comisaría,---mm
2011-02-20,Hernandarias - Comisaría,---mm
2011-02-20,La Picada,---mm
2011-02-20,Paraná - Escuela de Policía,---mm
2011-02-20,Pueblo Bellocq - Destacamento Las Garzas,---mm
2011-02-20,Pueblo Brugo - Comisaría,---mm
2011-02-20,Quebracho - El Ramblón,---mm
2011-02-20,Seguí - Comisaría,---mm
2011-02-20,Tabossi - Municipalidad,---mm
2011-02-20,Viale - Comisaría,---mm
2011-02-20,Villa Fontana - Comisaría,---mm
2011-02-20,Villa Urquiza - Comisaría,---mm
2011-02-21,Arroyo María - Nidia Faez,---mm
2011-02-21,Cerrito - Comisaría,0mm
2011-02-21,Curtiembre - Destacamento,30mm
2011-02-21,El Espinillo,0mm
2011-02-21,Engenfeld,0mm
2011-02-21,Hasenkamp - Comisaría,12mm
2011-02-21,Hernandarias - Comisaría,0mm
2011-02-21,La Picada,15mm
2011-02-21,Paraná - Escuela de Policía,12mm
2011-02-21,Pueblo Bellocq - Destacamento Las Garzas,---mm
