fecha,Estación,Precipitación
2011-05-01,Federación - Corralón Municipal,---mm
2011-05-01,Los Conquistadores,---mm
2011-05-01,Mandisoví,---mm
2011-05-01,San Jaime - Puesto Caminero,---mm
2011-05-01,San Ramón - Comisaría Nº 20,---mm
2011-05-01,Santa Ana - Comisaría,---mm
2011-05-01,Sta. María de Tatutí - Comisaría Nº 22,---mm
2011-05-14,Bella Unión - Destacamento,---mm
2011-05-14,Chajarí - Ciudad,55mm
2011-05-14,El Cerrito - Puesto Caminero,20mm
2011-05-14,Federación - Corralón Municipal,15mm
2011-05-14,Los Conquistadores,19mm
2011-05-14,Mandisoví,16mm
2011-05-14,San Jaime - Puesto Caminero,35mm
2011-05-14,San Ramón - Comisaría Nº 20,17mm
2011-05-14,Santa Ana - Comisaría,10mm
2011-05-14,Sta. María de Tatutí - Comisaría Nº 22,23mm
2011-05-15,Bella Unión - Destacamento,---mm
2011-05-15,Chajarí - Ciudad,---mm
2011-05-15,El Cerrito - Puesto Caminero,---mm
2011-05-15,Federación - Corralón Municipal,---mm
2011-05-15,Los Conquistadores,---mm
2011-05-15,Mandisoví,---mm
2011-05-15,San Jaime - Puesto Caminero,---mm
2011-05-15,San Ramón - Comisaría Nº 20,---mm
2011-05-15,Santa Ana - Comisaría,---mm
2011-05-15,Sta. María de Tatutí - Comisaría Nº 22,---mm
2011-05-22,Bella Unión - Destacamento,---mm
2011-05-22,Chajarí - Ciudad,---mm
2011-05-22,El Cerrito - Puesto Caminero,---mm
2011-05-22,Federación - Corralón Municipal,---mm
2011-05-22,Los Conquistadores,3mm
2011-05-22,Mandisoví,---mm
2011-05-22,San Jaime - Puesto Caminero,---mm
2011-05-22,San Ramón - Comisaría Nº 20,---mm
2011-05-22,Santa Ana - Comisaría,---mm
2011-05-22,Sta. María de Tatutí - Comisaría Nº 22,5mm
